Gene_ID	Overall_Importance Score
140461_at	0.072263728
22953_at	0.071659938
863_at	0.071659938
11237_at	0.071285623
51053_at	0.070936663
753_at	0.070872467
10794_at	0.07045557
2250_at	0.07045557
51191_at	0.07045557
51663_at	0.07045557
10752_at	0.069100655
27013_at	0.069100655
2735_at	0.069100655
4758_at	0.069100655
7691_at	0.069100655
AFF.Dap.5_at	0.069100655
6774_at	0.068551513
5270_at	0.068504113
23031_at	0.068493863
911_at	0.068426907
7341_at	0.068130548
79169_at	0.068071277
11000_at	0.068066448
54344_at	0.067467251
6855_at	0.067442745
80896_at	0.067401458
5158_at	0.067351653
4507_at	0.067350639
8269_at	0.067342305
23654_at	0.067334446
28978_at	0.067328843
9315_at	0.067298029
9128_at	0.067284037
51567_at	0.067163253
3363_at	0.067107367
9658_at	0.06704816
395_at	0.067046581
7020_at	0.066941259
AFF.r2.Ec.bioB.5_at	0.066924022
3693_at	0.066696044
54831_at	0.066524966
1029_at	0.06634116
23369_at	0.066335471
10975_at	0.066226383
9764_at	0.066226383
2185_at	0.066177753
645452_at	0.066177753
27181_at	0.06612745
65980_at	0.065906455
5705_at	0.065810148
6663_at	0.065810148
10875_at	0.065517658
51742_at	0.065517658
6629_at	0.065338988
9529_at	0.065335555
57794_at	0.065186824
54811_at	0.065183719
56994_at	0.065114079
27190_at	0.064987151
4846_at	0.064987151
23220_at	0.064954616
439992_at	0.064951874
55857_at	0.064804505
3824_at	0.064766013
50861_at	0.064766013
79153_at	0.064701371
22880_at	0.064689975
5573_at	0.064689975
3004_at	0.064686921
55611_at	0.06459409
6748_at	0.064505802
4616_at	0.064493945
80233_at	0.064493945
10911_at	0.064446383
2873_at	0.064385825
4832_at	0.064279679
5394_at	0.064279679
84196_at	0.064164894
259197_at	0.064044509
51116_at	0.064044509
60_at	0.064044509
6205_at	0.064044509
7317_at	0.064004494
10868_at	0.063918106
23396_at	0.063918106
7007_at	0.063831847
81_at	0.063831847
3446_at	0.063786842
10985_at	0.06378522
6003_at	0.06378522
7135_at	0.06378522
7410_at	0.06378522
7988_at	0.06378522
79902_at	0.06378522
3674_at	0.063711856
79609_at	0.06369021
10445_at	0.06364534
4222_at	0.06364534
55213_at	0.06364534
79365_at	0.063549776
11253_at	0.063497899
25920_at	0.063497899
29927_at	0.063497899
3741_at	0.063497899
6692_at	0.063497899
8875_at	0.063497899
2919_at	0.063448922
9448_at	0.063344337
1896_at	0.063342267
2239_at	0.063342267
23646_at	0.063342267
6721_at	0.063342267
7153_at	0.063342267
7482_at	0.063342267
11177_at	0.063177742
7862_at	0.063177742
91442_at	0.063177742
23001_at	0.063139397
2956_at	0.062946422
54974_at	0.062935713
80174_at	0.062896212
3064_at	0.062818777
55167_at	0.062818777
7980_at	0.062740543
63897_at	0.062622468
9771_at	0.062622468
728985_at	0.06252042
8675_at	0.062462989
23135_at	0.062096203
57496_at	0.061952311
79643_at	0.061697013
23623_at	0.061422804
5352_at	0.061422804
81932_at	0.061422804
84861_at	0.061422804
5641_at	0.061306708
6822_at	0.061182872
5564_at	0.060907502
814_at	0.060463073
727_at	0.059693675
367_at	0.059229133
4016_at	0.059058757
10845_at	0.05854361
55790_at	0.058190025
441133_at	0.057364512
6207_at	0.057218267
2109_at	0.056906422
387263_at	0.056906422
5586_at	0.056906422
875_at	0.056906422
50855_at	0.05625502
11228_at	0.056144282
22848_at	0.056144282
26353_at	0.056144282
51490_at	0.056144282
7326_at	0.056144282
81571_at	0.056144282
8715_at	0.056144282
10371_at	0.055280524
199_at	0.055280524
23037_at	0.055280524
23630_at	0.055280524
30009_at	0.055280524
4086_at	0.055280524
6013_at	0.055280524
6389_at	0.055280524
7064_at	0.055280524
83759_at	0.055280524
997_at	0.055280524
26692_at	0.054335558
1043_at	0.054293372
54762_at	0.054293372
8120_at	0.054293372
9497_at	0.054293372
9609_at	0.054293372
10010_at	0.05315435
10262_at	0.05315435
10667_at	0.05315435
1370_at	0.05315435
23639_at	0.05315435
54674_at	0.052665489
3142_at	0.052646009
30817_at	0.052229658
355_at	0.051825491
5683_at	0.051825491
5957_at	0.051825491
8832_at	0.051825491
1106_at	0.050255022
1473_at	0.050255022
3476_at	0.050255022
57061_at	0.050255022
23205_at	0.049869812
387082_at	0.048999897
4255_at	0.04877542
9541_at	0.048720606
84227_at	0.048604848
9086_at	0.048370458
9535_at	0.048370458
669_at	0.047886299
23741_at	0.047379556
25896_at	0.046510056
1969_at	0.046067103
26038_at	0.046067103
83460_at	0.046067103
6533_at	0.045888793
2620_at	0.045794663
960_at	0.045669855
58483_at	0.045667786
9122_at	0.045656962
79656_at	0.045653937
55229_at	0.045653871
4141_at	0.045652051
8314_at	0.045648
79693_at	0.04564244
9053_at	0.045641568
3117_at	0.04563964
55041_at	0.045638489
23331_at	0.045636867
56882_at	0.045633676
728882_at	0.045627731
160518_at	0.045613696
AFF.M27830_5_at	0.045581702
8837_at	0.045324085
8394_at	0.045305664
8342_at	0.045279631
27241_at	0.045272843
7507_at	0.045265936
215_at	0.045251756
10154_at	0.045244476
51118_at	0.045244476
2205_at	0.045237065
25895_at	0.045237065
54205_at	0.045237065
11318_at	0.04522952
222487_at	0.04522952
25915_at	0.04522952
4625_at	0.04522952
26091_at	0.04522692
3710_at	0.045221835
10969_at	0.045206036
3956_at	0.0452058
9153_at	0.045204532
8632_at	0.045197913
51389_at	0.045189635
2760_at	0.045172596
8898_at	0.045172596
7182_at	0.045154883
729362_at	0.045136455
11051_at	0.045054639
9797_at	0.044841228
79020_at	0.044737123
9855_at	0.044646628
57001_at	0.044584113
1378_at	0.044547423
23192_at	0.044534786
2872_at	0.044534786
80097_at	0.044534786
4597_at	0.044495583
10114_at	0.044482066
5476_at	0.044440082
11250_at	0.044425589
5988_at	0.044425589
65082_at	0.044425589
27179_at	0.044410835
3567_at	0.044410835
79899_at	0.044395814
7267_at	0.044349069
1390_at	0.044332901
8778_at	0.044332901
5545_at	0.044299634
3633_at	0.044295292
10594_at	0.04422912
419_at	0.04422912
4609_at	0.044186813
10713_at	0.044147641
11138_at	0.04413265
1119_at	0.044064186
54805_at	0.044064186
55364_at	0.044019676
9569_at	0.044019676
26088_at	0.043973144
6047_at	0.043973144
10263_at	0.043924447
5437_at	0.043924447
10869_at	0.043873432
2110_at	0.043873432
6037_at	0.043873432
8649_at	0.043873432
54538_at	0.043832309
7423_at	0.043832309
25813_at	0.043819927
56656_at	0.043819927
9091_at	0.043819927
5355_at	0.043795581
54148_at	0.043795581
8871_at	0.043776761
57062_at	0.043772852
4311_at	0.043763748
9028_at	0.043763748
9049_at	0.043763748
79368_at	0.043757627
27286_at	0.043704688
5253_at	0.043704688
6576_at	0.043704688
3936_at	0.043698256
7439_at	0.043698256
AFF.HSAC07.00351_M_at	0.043698256
2918_at	0.043677782
889_at	0.043642519
79962_at	0.043635753
9752_at	0.04361418
25855_at	0.04357699
55084_at	0.04357699
6919_at	0.04357699
10487_at	0.043569863
80055_at	0.043510632
22909_at	0.04350782
23523_at	0.04350782
2734_at	0.04350782
4780_at	0.04350782
51616_at	0.04350782
2316_at	0.043476247
4759_at	0.043476247
4034_at	0.043434697
9696_at	0.043434697
5580_at	0.043426756
2889_at	0.043357274
4351_at	0.043357274
64328_at	0.043357274
6451_at	0.043357274
7329_at	0.043357274
79955_at	0.043357274
9919_at	0.043357274
55544_at	0.043294346
6143_at	0.043282001
4259_at	0.043275158
54872_at	0.043275158
54920_at	0.043275158
9136_at	0.043275158
10950_at	0.043187909
27303_at	0.043187909
4678_at	0.043187909
55090_at	0.043187909
6480_at	0.043187909
83942_at	0.043187909
9702_at	0.043187909
10419_at	0.043095032
10505_at	0.043095032
10663_at	0.043095032
3115_at	0.043095032
6339_at	0.043095032
6979_at	0.043095032
80205_at	0.043095032
9489_at	0.042999933
5047_at	0.042995963
79087_at	0.042995963
1349_at	0.042978513
152559_at	0.042890062
22820_at	0.042890062
23275_at	0.042890062
91355_at	0.042890062
25763_at	0.042866796
1312_at	0.042776596
1144_at	0.042654725
84364_at	0.042654725
3611_at	0.04262795
55740_at	0.041997842
22841_at	0.040924729
55805_at	0.040890899
51435_at	0.040647444
6891_at	0.040647444
10961_at	0.040308715
25847_at	0.040308715
27039_at	0.040308715
51319_at	0.040308715
3376_at	0.039924823
5157_at	0.039924823
64771_at	0.039924823
25823_at	0.039815139
2019_at	0.039486089
28511_at	0.039486089
4853_at	0.039486089
55001_at	0.039486089
670_at	0.039486089
81031_at	0.039486089
8804_at	0.039486089
10959_at	0.038979857
1459_at	0.038979857
23426_at	0.038979857
23522_at	0.038979857
471_at	0.038979857
5019_at	0.038979857
5553_at	0.038979857
645682_at	0.038979857
79677_at	0.038581199
11262_at	0.038389253
2124_at	0.038389253
23676_at	0.038389253
2745_at	0.038389253
3972_at	0.038389253
51421_at	0.038389253
51744_at	0.038389253
55854_at	0.038389253
6634_at	0.038389253
8732_at	0.038389253
8824_at	0.038389253
9456_at	0.038389253
54491_at	0.038181743
10742_at	0.037691266
2118_at	0.037691266
23277_at	0.037691266
26233_at	0.037691266
26610_at	0.037691266
29903_at	0.037691266
3074_at	0.037691266
347544_at	0.037691266
399664_at	0.037691266
4247_at	0.037691266
5309_at	0.037691266
54704_at	0.037691266
5930_at	0.037691266
6883_at	0.037691266
7711_at	0.037691266
7812_at	0.037691266
9173_at	0.037691266
9966_at	0.037691266
10678_at	0.036853683
1583_at	0.036853683
23057_at	0.036853683
2979_at	0.036853683
399979_at	0.036853683
4739_at	0.036853683
51086_at	0.036853683
55023_at	0.036853683
55244_at	0.036853683
553_at	0.036853683
5629_at	0.036853683
56948_at	0.036853683
64063_at	0.036853683
80218_at	0.036853683
84549_at	0.036853683
10021_at	0.035829969
10221_at	0.035829969
10681_at	0.035829969
11174_at	0.035829969
25957_at	0.035829969
3397_at	0.035829969
3652_at	0.035829969
4058_at	0.035829969
4066_at	0.035829969
4256_at	0.035829969
63898_at	0.035829969
7076_at	0.035829969
79611_at	0.035829969
79913_at	0.035829969
11170_at	0.034550327
36_at	0.034550327
3815_at	0.034550327
55208_at	0.034550327
80092_at	0.034550327
8772_at	0.034550327
10294_at	0.032905074
11258_at	0.032905074
22976_at	0.032905074
26994_at	0.032905074
3093_at	0.032905074
54906_at	0.032905074
80176_at	0.032905074
206358_at	0.030711402
10256_at	0.029917142
25780_at	0.029903207
6756_at	0.029873818
55633_at	0.029866134
51477_at	0.029808126
1146_at	0.029780754
3726_at	0.022847797
51292_at	0.022847797
79058_at	0.022846287
4335_at	0.022844752
5244_at	0.022844752
56913_at	0.022844752
79865_at	0.022844752
2806_at	0.022843192
6176_at	0.022843192
6728_at	0.022843192
529_at	0.022841605
55249_at	0.022841605
55707_at	0.022841605
79908_at	0.022839992
9098_at	0.022839992
11213_at	0.022838352
135138_at	0.022838352
1950_at	0.022838352
23438_at	0.022838352
57332_at	0.022838352
5816_at	0.022838352
7873_at	0.022838352
79621_at	0.022838352
79740_at	0.022838352
4103_at	0.022836684
4121_at	0.022836684
4440_at	0.022836684
79831_at	0.022836684
9057_at	0.022836684
51755_at	0.022834987
55731_at	0.022834987
65094_at	0.022834987
23594_at	0.02283326
3002_at	0.02283326
4608_at	0.02283326
53919_at	0.02283326
55301_at	0.02283326
57608_at	0.02283326
7587_at	0.02283326
23113_at	0.022831503
2770_at	0.022831503
10058_at	0.022829715
10130_at	0.022829715
1069_at	0.022829715
1236_at	0.022829715
5588_at	0.022829715
84162_at	0.022829715
8821_at	0.022829715
1360_at	0.022827895
30_at	0.022827895
3553_at	0.022827895
5191_at	0.022827895
5267_at	0.022827895
57051_at	0.022827895
5863_at	0.022827895
6007_at	0.022827895
64173_at	0.022827895
6711_at	0.022827895
80117_at	0.022827895
80772_at	0.022827895
AFF.r2.Ec.bioC.3_at	0.022827895
22924_at	0.022826042
39_at	0.022826042
4285_at	0.022826042
5362_at	0.022826042
54892_at	0.022826042
54904_at	0.022826042
5623_at	0.022826042
79991_at	0.022826042
9180_at	0.022826042
1000_at	0.022824156
2566_at	0.022824156
410_at	0.022824156
4130_at	0.022824156
6617_at	0.022824156
26517_at	0.022822235
28912_at	0.022822235
307_at	0.022822235
4703_at	0.022822235
64976_at	0.022822235
6923_at	0.022822235
8351_at	0.022822235
9162_at	0.022822235
1375_at	0.022820278
56548_at	0.022820278
63035_at	0.022820278
65265_at	0.022820278
7424_at	0.022820278
79036_at	0.022820278
79171_at	0.022820278
79174_at	0.022820278
10634_at	0.022818285
11126_at	0.022818285
1145_at	0.022818285
51762_at	0.022818285
89927_at	0.022818285
9313_at	0.022818285
9517_at	0.022818285
10538_at	0.022816254
4291_at	0.022816254
55341_at	0.022816254
5583_at	0.022816254
81575_at	0.022816254
26512_at	0.022814184
2968_at	0.022814184
55350_at	0.022814184
79023_at	0.022814184
9860_at	0.022814184
10430_at	0.022812075
5430_at	0.022812075
56898_at	0.022812075
8718_at	0.022812075
10246_at	0.022809925
177_at	0.022809925
2765_at	0.022809925
3005_at	0.022809925
55508_at	0.022809925
55617_at	0.022809925
63916_at	0.022809925
80145_at	0.022809925
AFF.hum_alu_at	0.022809925
3308_at	0.022807732
3495_at	0.022807732
9221_at	0.022807732
3421_at	0.022805497
4501_at	0.022803216
58494_at	0.022803216
10906_at	0.022800889
4359_at	0.022800889
6886_at	0.022800889
9915_at	0.022800889
23125_at	0.022798515
4992_at	0.022798515
6137_at	0.022798515
51360_at	0.022796092
1613_at	0.022791093
50943_at	0.022791093
123_at	0.022788514
26007_at	0.022788514
26503_at	0.022788514
80212_at	0.022788514
4713_at	0.022785879
150244_at	0.022771807
29933_at	0.022762569
624_at	0.022590599
58504_at	0.022553686
23461_at	0.022543476
23149_at	0.022532822
55212_at	0.022532822
56474_at	0.022532822
6621_at	0.022510062
22839_at	0.022485134
54758_at	0.022485134
55658_at	0.022477798
11046_at	0.022471758
2997_at	0.022471758
3099_at	0.022471758
3191_at	0.022471758
53_at	0.022471758
10216_at	0.022468713
51451_at	0.022464058
7011_at	0.022459326
158747_at	0.022457713
29988_at	0.022457713
79895_at	0.022457713
8131_at	0.022449621
171023_at	0.022442948
27244_at	0.022442948
442257_at	0.022442948
4857_at	0.022442948
4886_at	0.022442948
54956_at	0.022442948
57107_at	0.022442948
8636_at	0.022442948
22944_at	0.022439583
54968_at	0.022439583
57088_at	0.022439583
79716_at	0.022434433
421_at	0.022429194
51067_at	0.022429194
56128_at	0.022429194
6897_at	0.022429194
934_at	0.022429194
64788_at	0.022427406
64919_at	0.022427406
9131_at	0.022427406
93487_at	0.022427406
10055_at	0.022423861
54662_at	0.022423861
6464_at	0.022423861
26521_at	0.022418434
4168_at	0.022418434
80345_at	0.022418434
9218_at	0.022418434
999_at	0.022418434
29855_at	0.02241291
5983_at	0.02241291
9184_at	0.02241291
