Gene_ID	Overall_Importance Score
10123_at	0.022411023
25799_at	0.022411023
487_at	0.022411023
5447_at	0.022411023
54946_at	0.022411023
8500_at	0.022407285
3017_at	0.022401557
55152_at	0.022401557
202_at	0.022395724
23510_at	0.022395724
8553_at	0.022395724
2352_at	0.022393731
3313_at	0.022393731
7531_at	0.022393731
9690_at	0.022393731
51227_at	0.022389782
55256_at	0.022389782
260294_at	0.02237545
271_at	0.02237545
483_at	0.02237545
57513_at	0.02237545
6439_at	0.02237545
81790_at	0.02237545
9074_at	0.02237545
9820_at	0.02237545
9262_at	0.022371273
10803_at	0.022364864
23046_at	0.022356094
25984_at	0.022356094
4145_at	0.022356094
4629_at	0.022356094
56965_at	0.022356094
57162_at	0.022356094
6660_at	0.022356094
728448_at	0.022356094
22915_at	0.022351667
3033_at	0.022351667
5087_at	0.022337939
10785_at	0.022335565
1906_at	0.022335565
23244_at	0.022335565
26046_at	0.022335565
3090_at	0.022335565
51479_at	0.022335565
2984_at	0.022313753
3091_at	0.022313753
51594_at	0.022313753
55512_at	0.022313753
6520_at	0.022313753
8823_at	0.022313753
2346_at	0.022308756
23012_at	0.022290534
1289_at	0.022265767
29926_at	0.022265767
9392_at	0.022265767
55687_at	0.022239291
6407_at	0.022239291
92483_at	0.022239291
9908_at	0.022239291
4653_at	0.022210925
65992_at	0.022210925
115290_at	0.022180457
22889_at	0.022180457
64446_at	0.022180457
80755_at	0.022180457
8471_at	0.022180457
84705_at	0.022147646
2617_at	0.02211221
7037_at	0.02211221
7852_at	0.02207382
29802_at	0.022032093
27089_at	0.022012679
10219_at	0.021986572
4799_at	0.021986572
64118_at	0.021986572
29990_at	0.021936716
51517_at	0.021936716
7556_at	0.021821259
8111_at	0.021821259
81551_at	0.021821259
79639_at	0.02175391
10322_at	0.021593955
56928_at	0.021593955
6314_at	0.021593955
23762_at	0.021497982
2701_at	0.021497982
8688_at	0.021497982
9414_at	0.021497982
9828_at	0.021497982
10953_at	0.021388298
64800_at	0.021388298
1629_at	0.02126174
2923_at	0.02126174
5682_at	0.02126174
6672_at	0.02126174
6775_at	0.02126174
7353_at	0.02126174
9638_at	0.02126174
10286_at	0.021114089
11083_at	0.021114089
1587_at	0.021114089
22838_at	0.021114089
27345_at	0.021114089
5238_at	0.021114089
657_at	0.021114089
6718_at	0.021114089
9897_at	0.021114089
11072_at	0.020939592
11186_at	0.020939592
11315_at	0.020939592
1641_at	0.020939592
24142_at	0.020939592
441024_at	0.020939592
49856_at	0.020939592
60672_at	0.020939592
6691_at	0.020939592
6716_at	0.020939592
10401_at	0.020730196
11033_at	0.020730196
11037_at	0.020730196
23129_at	0.020730196
3012_at	0.020730196
3481_at	0.020730196
5100_at	0.020730196
5536_at	0.020730196
6375_at	0.020730196
6595_at	0.020730196
79178_at	0.020730196
9205_at	0.020730196
9788_at	0.020730196
10148_at	0.020474268
1054_at	0.020474268
11085_at	0.020474268
11215_at	0.020474268
1339_at	0.020474268
27330_at	0.020474268
320_at	0.020474268
53637_at	0.020474268
54107_at	0.020474268
55068_at	0.020474268
55567_at	0.020474268
55888_at	0.020474268
57820_at	0.020474268
6197_at	0.020474268
7572_at	0.020474268
79000_at	0.020474268
8673_at	0.020474268
8738_at	0.020474268
10141_at	0.020154358
114883_at	0.020154358
2189_at	0.020154358
23480_at	0.020154358
25880_at	0.020154358
2961_at	0.020154358
3382_at	0.020154358
51018_at	0.020154358
54518_at	0.020154358
54664_at	0.020154358
57715_at	0.020154358
6185_at	0.020154358
65996_at	0.020154358
6865_at	0.020154358
72_at	0.020154358
80032_at	0.020154358
9410_at	0.020154358
9473_at	0.020154358
10168_at	0.019743044
10300_at	0.019743044
11193_at	0.019743044
2036_at	0.019743044
2058_at	0.019743044
23199_at	0.019743044
23315_at	0.019743044
23370_at	0.019743044
2786_at	0.019743044
28727_at	0.019743044
28966_at	0.019743044
3791_at	0.019743044
3897_at	0.019743044
496_at	0.019743044
51071_at	0.019743044
51295_at	0.019743044
54454_at	0.019743044
54976_at	0.019743044
55254_at	0.019743044
55273_at	0.019743044
55336_at	0.019743044
55340_at	0.019743044
56006_at	0.019743044
57798_at	0.019743044
5797_at	0.019743044
6586_at	0.019743044
7203_at	0.019743044
7266_at	0.019743044
7709_at	0.019743044
79785_at	0.019743044
79820_at	0.019743044
8470_at	0.019743044
84942_at	0.019743044
8554_at	0.019743044
8733_at	0.019743044
950_at	0.019743044
9901_at	0.019743044
9912_at	0.019743044
10282_at	0.019194626
10793_at	0.019194626
2259_at	0.019194626
2272_at	0.019194626
22992_at	0.019194626
23360_at	0.019194626
2537_at	0.019194626
26952_at	0.019194626
2874_at	0.019194626
3361_at	0.019194626
3699_at	0.019194626
3882_at	0.019194626
401251_at	0.019194626
51299_at	0.019194626
53347_at	0.019194626
55220_at	0.019194626
5530_at	0.019194626
55327_at	0.019194626
5581_at	0.019194626
56995_at	0.019194626
64582_at	0.019194626
6905_at	0.019194626
7422_at	0.019194626
79228_at	0.019194626
79711_at	0.019194626
81628_at	0.019194626
8694_at	0.019194626
8856_at	0.019194626
910_at	0.019194626
9706_at	0.019194626
9935_at	0.019194626
10279_at	0.018426841
10615_at	0.018426841
10866_at	0.018426841
11065_at	0.018426841
11120_at	0.018426841
112_at	0.018426841
1389_at	0.018426841
1462_at	0.018426841
1464_at	0.018426841
200316_at	0.018426841
22873_at	0.018426841
22913_at	0.018426841
23308_at	0.018426841
23546_at	0.018426841
23710_at	0.018426841
24137_at	0.018426841
25939_at	0.018426841
2780_at	0.018426841
283871_at	0.018426841
30012_at	0.018426841
3268_at	0.018426841
4842_at	0.018426841
5129_at	0.018426841
5348_at	0.018426841
54867_at	0.018426841
54954_at	0.018426841
55655_at	0.018426841
55778_at	0.018426841
56926_at	0.018426841
57573_at	0.018426841
57720_at	0.018426841
5787_at	0.018426841
58503_at	0.018426841
6476_at	0.018426841
65243_at	0.018426841
6597_at	0.018426841
694_at	0.018426841
7050_at	0.018426841
713_at	0.018426841
7503_at	0.018426841
7516_at	0.018426841
79411_at	0.018426841
79605_at	0.018426841
79717_at	0.018426841
79944_at	0.018426841
81025_at	0.018426841
81619_at	0.018426841
84061_at	0.018426841
84164_at	0.018426841
84869_at	0.018426841
8507_at	0.018426841
8560_at	0.018426841
9242_at	0.018426841
95_at	0.018426841
9610_at	0.018426841
10098_at	0.017275164
10230_at	0.017275164
10360_at	0.017275164
10541_at	0.017275164
10590_at	0.017275164
10905_at	0.017275164
10978_at	0.017275164
11251_at	0.017275164
1538_at	0.017275164
1630_at	0.017275164
1894_at	0.017275164
2166_at	0.017275164
23033_at	0.017275164
23180_at	0.017275164
23333_at	0.017275164
26577_at	0.017275164
269_at	0.017275164
2705_at	0.017275164
2859_at	0.017275164
3624_at	0.017275164
3735_at	0.017275164
434_at	0.017275164
4499_at	0.017275164
4897_at	0.017275164
51377_at	0.017275164
5307_at	0.017275164
54468_at	0.017275164
54851_at	0.017275164
54937_at	0.017275164
55578_at	0.017275164
55746_at	0.017275164
56125_at	0.017275164
5730_at	0.017275164
57707_at	0.017275164
64410_at	0.017275164
6608_at	0.017275164
6788_at	0.017275164
7248_at	0.017275164
7408_at	0.017275164
781_at	0.017275164
7840_at	0.017275164
79001_at	0.017275164
79919_at	0.017275164
8557_at	0.017275164
8935_at	0.017275164
9033_at	0.017275164
9204_at	0.017275164
9870_at	0.017275164
AFF.BioC.3_at	0.017275164
1014_at	0.015355701
10404_at	0.015355701
10881_at	0.015355701
140597_at	0.015355701
1436_at	0.015355701
1901_at	0.015355701
1979_at	0.015355701
2206_at	0.015355701
22921_at	0.015355701
23140_at	0.015355701
23511_at	0.015355701
23629_at	0.015355701
254359_at	0.015355701
2769_at	0.015355701
29115_at	0.015355701
2952_at	0.015355701
3111_at	0.015355701
3321_at	0.015355701
374286_at	0.015355701
3790_at	0.015355701
3965_at	0.015355701
4515_at	0.015355701
4990_at	0.015355701
5297_at	0.015355701
54465_at	0.015355701
5475_at	0.015355701
5532_at	0.015355701
55786_at	0.015355701
5828_at	0.015355701
6156_at	0.015355701
6392_at	0.015355701
6404_at	0.015355701
643332_at	0.015355701
654787_at	0.015355701
728999_at	0.015355701
79650_at	0.015355701
79956_at	0.015355701
79987_at	0.015355701
8190_at	0.015355701
8404_at	0.015355701
9023_at	0.015355701
917_at	0.015355701
10000_at	0
10001_at	0
10002_at	0
10003_at	0
10004_at	0
10005_at	0
10006_at	0
10009_at	0
10013_at	0
10015_at	0
10016_at	0
10017_at	0
10018_at	0
10019_at	0
1001_at	0
10020_at	0
10022_at	0
10023_at	0
10024_at	0
10025_at	0
10026_at	0
1002_at	0
10036_at	0
10038_at	0
10039_at	0
1003_at	0
10040_at	0
10042_at	0
10043_at	0
10045_at	0
10046_at	0
10047_at	0
10048_at	0
10049_at	0
1004_at	0
10050_at	0
10051_at	0
10052_at	0
10053_at	0
10054_at	0
10057_at	0
10059_at	0
1005_at	0
10060_at	0
10061_at	0
10062_at	0
10066_at	0
10067_at	0
10069_at	0
1006_at	0
10072_at	0
10073_at	0
10075_at	0
10076_at	0
10078_at	0
10079_at	0
1007_at	0
10083_at	0
10084_at	0
10085_at	0
10086_at	0
10087_at	0
10089_at	0
1008_at	0
10090_at	0
10092_at	0
10093_at	0
10095_at	0
10096_at	0
10097_at	0
10099_at	0
1009_at	0
10100_at	0
10101_at	0
10102_at	0
10103_at	0
10105_at	0
10106_at	0
10107_at	0
10109_at	0
1010_at	0
10110_at	0
10111_at	0
10112_at	0
10113_at	0
10116_at	0
10120_at	0
10121_at	0
10125_at	0
10126_at	0
10127_at	0
10128_at	0
10129_at	0
1012_at	0
10133_at	0
10134_at	0
10136_at	0
10137_at	0
10138_at	0
10139_at	0
1013_at	0
10140_at	0
10142_at	0
10144_at	0
10146_at	0
10147_at	0
10149_at	0
10150_at	0
10152_at	0
10153_at	0
10155_at	0
10157_at	0
10158_at	0
10159_at	0
1015_at	0
10160_at	0
10161_at	0
10162_at	0
10164_at	0
10165_at	0
10169_at	0
1016_at	0
10170_at	0
10174_at	0
10175_at	0
10179_at	0
1017_at	0
10180_at	0
10181_at	0
10184_at	0
10186_at	0
10188_at	0
1018_at	0
10190_at	0
10193_at	0
10195_at	0
10196_at	0
10197_at	0
10198_at	0
10199_at	0
1019_at	0
101_at	0
10200_at	0
10201_at	0
10202_at	0
10203_at	0
10205_at	0
10206_at	0
10207_at	0
10208_at	0
10209_at	0
1020_at	0
10210_at	0
10211_at	0
10212_at	0
10213_at	0
10214_at	0
10215_at	0
10217_at	0
10218_at	0
1021_at	0
10220_at	0
10224_at	0
10225_at	0
10226_at	0
10227_at	0
10228_at	0
10229_at	0
1022_at	0
10231_at	0
10232_at	0
10233_at	0
10234_at	0
10235_at	0
10236_at	0
10237_at	0
10238_at	0
10239_at	0
10240_at	0
10241_at	0
10242_at	0
10243_at	0
10244_at	0
10245_at	0
10247_at	0
10248_at	0
10249_at	0
10250_at	0
10252_at	0
10253_at	0
10255_at	0
10257_at	0
1025_at	0
10260_at	0
10261_at	0
10265_at	0
10266_at	0
10267_at	0
10268_at	0
10269_at	0
1026_at	0
10270_at	0
10272_at	0
10273_at	0
10274_at	0
10276_at	0
10277_at	0
10278_at	0
1027_at	0
10280_at	0
10281_at	0
10284_at	0
10285_at	0
10287_at	0
10288_at	0
10289_at	0
1028_at	0
10291_at	0
10293_at	0
10295_at	0
10296_at	0
10297_at	0
10298_at	0
10301_at	0
10302_at	0
10307_at	0
10308_at	0
10309_at	0
10311_at	0
10312_at	0
10313_at	0
10314_at	0
10316_at	0
10317_at	0
10318_at	0
10319_at	0
1031_at	0
10320_at	0
10324_at	0
10327_at	0
10328_at	0
10329_at	0
1032_at	0
10330_at	0
10331_at	0
10332_at	0
10333_at	0
1033_at	0
10342_at	0
10343_at	0
10346_at	0
10347_at	0
10351_at	0
10352_at	0
10362_at	0
10363_at	0
10365_at	0
10367_at	0
10368_at	0
10369_at	0
1036_at	0
10370_at	0
10376_at	0
10379_at	0
10382_at	0
10383_at	0
10384_at	0
10385_at	0
10388_at	0
10389_at	0
1038_at	0
10390_at	0
103910_at	0
10391_at	0
10392_at	0
10393_at	0
10394_at	0
10395_at	0
10396_at	0
10397_at	0
10398_at	0
10399_at	0
1039_at	0
103_at	0
10400_at	0
10402_at	0
10403_at	0
10406_at	0
10407_at	0
10409_at	0
1040_at	0
10410_at	0
10411_at	0
10413_at	0
10417_at	0
10418_at	0
1041_at	0
10420_at	0
10421_at	0
10422_at	0
10423_at	0
10424_at	0
10425_at	0
10426_at	0
10427_at	0
10428_at	0
10431_at	0
10434_at	0
10435_at	0
10436_at	0
10437_at	0
10438_at	0
10439_at	0
10440_at	0
10443_at	0
10444_at	0
10446_at	0
1044_at	0
10450_at	0
10451_at	0
10452_at	0
10454_at	0
10455_at	0
10456_at	0
10457_at	0
10458_at	0
1045_at	0
10460_at	0
10461_at	0
10462_at	0
10463_at	0
10464_at	0
10466_at	0
10467_at	0
10468_at	0
10469_at	0
1046_at	0
10471_at	0
10472_at	0
10473_at	0
10474_at	0
10476_at	0
10477_at	0
10478_at	0
10479_at	0
1047_at	0
10480_at	0
10481_at	0
10482_at	0
10483_at	0
10484_at	0
10485_at	0
10486_at	0
10488_at	0
10489_at	0
1048_at	0
10490_at	0
10491_at	0
10492_at	0
10493_at	0
10494_at	0
10495_at	0
10497_at	0
10498_at	0
104_at	0
10500_at	0
10501_at	0
10507_at	0
1050_at	0
10512_at	0
10513_at	0
10514_at	0
10516_at	0
10518_at	0
10519_at	0
1051_at	0
10520_at	0
10521_at	0
10522_at	0
10523_at	0
10524_at	0
10525_at	0
10528_at	0
10529_at	0
1052_at	0
10531_at	0
10533_at	0
10534_at	0
10535_at	0
10536_at	0
10537_at	0
10539_at	0
1053_at	0
10540_at	0
10542_at	0
10544_at	0
10548_at	0
10549_at	0
10550_at	0
10551_at	0
10552_at	0
10553_at	0
10554_at	0
10555_at	0
10556_at	0
10557_at	0
10558_at	0
10559_at	0
10560_at	0
10561_at	0
10563_at	0
10564_at	0
10565_at	0
10566_at	0
10567_at	0
1056_at	0
10570_at	0
10572_at	0
10573_at	0
10574_at	0
10575_at	0
10576_at	0
10577_at	0
10578_at	0
10579_at	0
1057_at	0
10580_at	0
10581_at	0
10584_at	0
10586_at	0
10588_at	0
10589_at	0
1058_at	0
10591_at	0
10592_at	0
10595_at	0
10598_at	0
10599_at	0
1059_at	0
105_at	0
10600_at	0
10602_at	0
10603_at	0
10605_at	0
10606_at	0
10607_at	0
10608_at	0
10609_at	0
1060_at	0
10610_at	0
10611_at	0
10612_at	0
10613_at	0
10614_at	0
10616_at	0
10617_at	0
10618_at	0
10621_at	0
10622_at	0
10623_at	0
10625_at	0
10628_at	0
10629_at	0
1062_at	0
10630_at	0
10631_at	0
10632_at	0
10633_at	0
10635_at	0
10636_at	0
10637_at	0
10638_at	0
10639_at	0
1063_at	0
10641_at	0
10643_at	0
10645_at	0
10647_at	0
10648_at	0
10650_at	0
10651_at	0
10652_at	0
10653_at	0
10654_at	0
10656_at	0
10657_at	0
10658_at	0
10659_at	0
10660_at	0
10661_at	0
10664_at	0
10665_at	0
10666_at	0
10668_at	0
10669_at	0
10670_at	0
10671_at	0
10675_at	0
10683_at	0
10686_at	0
10687_at	0
1068_at	0
10690_at	0
10691_at	0
10692_at	0
10693_at	0
10694_at	0
10695_at	0
10699_at	0
1070_at	0
10712_at	0
10714_at	0
10716_at	0
1071_at	0
10721_at	0
10723_at	0
10724_at	0
10725_at	0
10726_at	0
10728_at	0
1072_at	0
10730_at	0
10732_at	0
10733_at	0
10734_at	0
10735_at	0
10736_at	0
10737_at	0
10739_at	0
10740_at	0
10741_at	0
10744_at	0
10745_at	0
10746_at	0
10747_at	0
10748_at	0
10749_at	0
10750_at	0
10753_at	0
10755_at	0
10758_at	0
1075_at	0
10761_at	0
10762_at	0
10763_at	0
10765_at	0
10766_at	0
10767_at	0
10768_at	0
10769_at	0
10771_at	0
10772_at	0
10773_at	0
10775_at	0
10776_at	0
10777_at	0
10778_at	0
10781_at	0
10782_at	0
10786_at	0
10787_at	0
10788_at	0
10791_at	0
10797_at	0
10798_at	0
10799_at	0
107_at	0
10801_at	0
10802_at	0
10807_at	0
10808_at	0
1080_at	0
10810_at	0
10813_at	0
10814_at	0
10818_at	0
1081_at	0
10825_at	0
10826_at	0
10827_at	0
10840_at	0
10842_at	0
10844_at	0
10846_at	0
10848_at	0
10849_at	0
1084_at	0
10850_at	0
10855_at	0
10856_at	0
10857_at	0
10859_at	0
10861_at	0
10863_at	0
10864_at	0
10865_at	0
10867_at	0
10871_at	0
10873_at	0
10874_at	0
10876_at	0
10879_at	0
1087_at	0
10880_at	0
10882_at	0
10884_at	0
10885_at	0
1088_at	0
10891_at	0
10892_at	0
10893_at	0
10894_at	0
10896_at	0
10897_at	0
10898_at	0
10899_at	0
1089_at	0
108_at	0
10900_at	0
10903_at	0
10904_at	0
10907_at	0
10908_at	0
10912_at	0
10913_at	0
10914_at	0
10915_at	0
10916_at	0
10917_at	0
10919_at	0
10920_at	0
10921_at	0
10922_at	0
10923_at	0
10924_at	0
10926_at	0
10927_at	0
10928_at	0
10929_at	0
10930_at	0
10933_at	0
10935_at	0
10936_at	0
10938_at	0
10941_at	0
10943_at	0
10944_at	0
10945_at	0
10946_at	0
10948_at	0
10949_at	0
10951_at	0
10952_at	0
10954_at	0
10955_at	0
10956_at	0
10957_at	0
10960_at	0
10962_at	0
10963_at	0
10964_at	0
10966_at	0
10970_at	0
10971_at	0
10972_at	0
10973_at	0
10974_at	0
10979_at	0
10980_at	0
10983_at	0
10987_at	0
10988_at	0
10990_at	0
10991_at	0
10992_at	0
10993_at	0
10994_at	0
10998_at	0
109_at	0
10_at	0
11001_at	0
11004_at	0
11005_at	0
11006_at	0
11007_at	0
11009_at	0
11010_at	0
11011_at	0
11012_at	0
11013_at	0
11014_at	0
11015_at	0
11016_at	0
11017_at	0
11018_at	0
11019_at	0
1101_at	0
11020_at	0
11021_at	0
11022_at	0
11024_at	0
11025_at	0
11026_at	0
1102_at	0
11031_at	0
11034_at	0
1103_at	0
11040_at	0
11041_at	0
11043_at	0
11044_at	0
11045_at	0
11047_at	0
1104_at	0
11052_at	0
11054_at	0
11055_at	0
11056_at	0
11057_at	0
11059_at	0
1105_at	0
11060_at	0
11061_at	0
11062_at	0
11063_at	0
11064_at	0
11066_at	0
11067_at	0
11068_at	0
11069_at	0
11070_at	0
11073_at	0
11074_at	0
11075_at	0
11076_at	0
11077_at	0
11078_at	0
11079_at	0
11080_at	0
11081_at	0
11086_at	0
1108_at	0
11092_at	0
11093_at	0
11094_at	0
11095_at	0
11096_at	0
11097_at	0
11098_at	0
11099_at	0
1109_at	0
11100_at	0
11102_at	0
11103_at	0
11104_at	0
11107_at	0
11108_at	0
11113_at	0
11116_at	0
11117_at	0
11118_at	0
11119_at	0
1111_at	0
11122_at	0
11124_at	0
11127_at	0
11129_at	0
1112_at	0
11130_at	0
11131_at	0
11132_at	0
11133_at	0
11135_at	0
11136_at	0
11137_at	0
1113_at	0
11140_at	0
11141_at	0
11142_at	0
11144_at	0
11145_at	0
11146_at	0
11147_at	0
11148_at	0
1114_at	0
11151_at	0
11152_at	0
11153_at	0
11154_at	0
11155_at	0
11156_at	0
11157_at	0
11160_at	0
11161_at	0
11162_at	0
11163_at	0
11165_at	0
11166_at	0
11167_at	0
11168_at	0
11169_at	0
11171_at	0
11172_at	0
11173_at	0
11176_at	0
11178_at	0
11179_at	0
1117_at	0
11180_at	0
11181_at	0
11182_at	0
11183_at	0
11187_at	0
11188_at	0
11189_at	0
1118_at	0
11190_at	0
11194_at	0
11196_at	0
11197_at	0
11198_at	0
11199_at	0
11200_at	0
11202_at	0
1120_at	0
11211_at	0
11212_at	0
11214_at	0
11216_at	0
11219_at	0
1121_at	0
11221_at	0
11222_at	0
11226_at	0
1122_at	0
11230_at	0
11231_at	0
11232_at	0
11234_at	0
11235_at	0
11236_at	0
11238_at	0
112398_at	0
1123_at	0
11243_at	0
11245_at	0
112464_at	0
11247_at	0
11248_at	0
1124_at	0
11252_at	0
11254_at	0
11255_at	0
11259_at	0
11260_at	0
112611_at	0
11261_at	0
11266_at	0
11267_at	0
11272_at	0
11273_at	0
11275_at	0
11277_at	0
11278_at	0
11279_at	0
11280_at	0
11281_at	0
11282_at	0
11283_at	0
11284_at	0
112869_at	0
112950_at	0
1129_at	0
11309_at	0
1130_at	0
11311_at	0
11313_at	0
113146_at	0
11314_at	0
11316_at	0
113177_at	0
113178_at	0
11317_at	0
11319_at	0
11321_at	0
11322_at	0
11326_at	0
11329_at	0
1132_at	0
11330_at	0
11331_at	0
11332_at	0
11333_at	0
11334_at	0
11335_at	0
11336_at	0
11338_at	0
11339_at	0
1133_at	0
11340_at	0
113419_at	0
11341_at	0
11342_at	0
11343_at	0
11344_at	0
11345_at	0
1134_at	0
1135_at	0
1136_at	0
1137_at	0
113835_at	0
113878_at	0
1138_at	0
113_at	0
114034_at	0
114044_at	0
114049_at	0
114088_at	0
1140_at	0
114112_at	0
1141_at	0
1142_at	0
114548_at	0
114625_at	0
114791_at	0
1147_at	0
114819_at	0
114876_at	0
114881_at	0
114882_at	0
114884_at	0
114885_at	0
114897_at	0
114899_at	0
114932_at	0
1149_at	0
114_at	0
115123_at	0
115201_at	0
115207_at	0
1152_at	0
115353_at	0
1153_at	0
1154_at	0
1155_at	0
115648_at	0
115653_at	0
115703_at	0
115708_at	0
115817_at	0
1158_at	0
115939_at	0
116039_at	0
1160_at	0
1161_at	0
116285_at	0
116372_at	0
116496_at	0
1164_at	0
116832_at	0
116984_at	0
116985_at	0
116986_at	0
116_at	0
117153_at	0
117178_at	0
1173_at	0
1174_at	0
1175_at	0
1179_at	0
117_at	0
1180_at	0
1181_at	0
1182_at	0
1183_at	0
1184_at	0
1185_at	0
1186_at	0
1188_at	0
118_at	0
1191_at	0
1192_at	0
1193_at	0
1195_at	0
1196_at	0
1198_at	0
119_at	0
1200_at	0
1201_at	0
1203_at	0
120526_at	0
1207_at	0
1208_at	0
1209_at	0
120_at	0
1211_at	0
1212_at	0
1213_at	0
1215_at	0
122616_at	0
1230_at	0
1232_at	0
1233_at	0
1234_at	0
1235_at	0
1237_at	0
123803_at	0
123872_at	0
1238_at	0
124044_at	0
1240_at	0
124152_at	0
1241_at	0
124222_at	0
1244_at	0
124565_at	0
124583_at	0
124_at	0
125893_at	0
1258_at	0
1259_at	0
125_at	0
1261_at	0
126208_at	0
126231_at	0
126299_at	0
126353_at	0
126393_at	0
1263_at	0
1264_at	0
1265_at	0
1266_at	0
1267_at	0
1268_at	0
1269_at	0
126_at	0
1270_at	0
1271_at	0
1272_at	0
127406_at	0
127544_at	0
1277_at	0
1278_at	0
1280_at	0
1281_at	0
1282_at	0
1284_at	0
1285_at	0
1286_at	0
1287_at	0
128872_at	0
1288_at	0
128_at	0
129025_at	0
129080_at	0
1290_at	0
1291_at	0
1292_at	0
1293_at	0
1294_at	0
1296_at	0
1297_at	0
1298_at	0
1299_at	0
12_at	0
130074_at	0
1300_at	0
1301_at	0
1302_at	0
1305_at	0
1306_at	0
1307_at	0
1308_at	0
130_at	0
1310_at	0
1311_at	0
131408_at	0
1314_at	0
131544_at	0
131566_at	0
131578_at	0
1315_at	0
131601_at	0
1316_at	0
1318_at	0
131_at	0
1326_at	0
1327_at	0
1329_at	0
132_at	0
133619_at	0
1340_at	0
1345_at	0
1346_at	0
1347_at	0
134_at	0
1350_at	0
1351_at	0
1352_at	0
1353_at	0
1355_at	0
1356_at	0
1357_at	0
1358_at	0
135948_at	0
1359_at	0
135_at	0
1361_at	0
1362_at	0
1363_at	0
1364_at	0
1365_at	0
1368_at	0
1369_at	0
136_at	0
1371_at	0
1373_at	0
1374_at	0
1376_at	0
138046_at	0
138050_at	0
1380_at	0
138162_at	0
1381_at	0
1382_at	0
1384_at	0
1385_at	0
1386_at	0
1388_at	0
139081_at	0
1392_at	0
139322_at	0
1393_at	0
1394_at	0
139538_at	0
1395_at	0
1396_at	0
139748_at	0
1397_at	0
1398_at	0
1399_at	0
13_at	0
1400_at	0
1401_at	0
140459_at	0
140460_at	0
140462_at	0
140465_at	0
140467_at	0
1404_at	0
140545_at	0
140578_at	0
1406_at	0
1407_at	0
140801_at	0
140803_at	0
140883_at	0
140885_at	0
140890_at	0
1408_at	0
1409_at	0
1410_at	0
1411_at	0
1412_at	0
1413_at	0
1414_at	0
1415_at	0
1417_at	0
1418_at	0
1419_at	0
141_at	0
1420_at	0
1421_at	0
142684_at	0
1428_at	0
1429_at	0
1431_at	0
1432_at	0
1434_at	0
1435_at	0
1437_at	0
1440_at	0
1441_at	0
1442_at	0
1443_at	0
1444_at	0
1445_at	0
1446_at	0
1447_at	0
1448_at	0
1452_at	0
145389_at	0
1453_at	0
1454_at	0
1455_at	0
1456_at	0
1457_at	0
1460_at	0
1463_at	0
146542_at	0
146562_at	0
1465_at	0
1466_at	0
146712_at	0
1468_at	0
1469_at	0
146_at	0
147179_at	0
1471_at	0
1472_at	0
147339_at	0
1474_at	0
1475_at	0
147657_at	0
1476_at	0
1477_at	0
1478_at	0
147912_at	0
1479_at	0
147_at	0
148022_at	0
148066_at	0
148229_at	0
1482_at	0
1486_at	0
148753_at	0
1487_at	0
1489_at	0
148_at	0
1491_at	0
1493_at	0
149603_at	0
1496_at	0
1497_at	0
1499_at	0
14_at	0
150094_at	0
1500_at	0
150160_at	0
1501_at	0
1503_at	0
1506_at	0
150726_at	0
1508_at	0
1509_at	0
151011_at	0
151050_at	0
1510_at	0
1511_at	0
1512_at	0
1513_at	0
1514_at	0
1515_at	0
151987_at	0
1519_at	0
151_at	0
152006_at	0
152015_at	0
1520_at	0
152185_at	0
1521_at	0
1522_at	0
1523_at	0
1524_at	0
1525_at	0
1528_at	0
152_at	0
1534_at	0
1535_at	0
1536_at	0
1537_at	0
1539_at	0
153_at	0
1540_at	0
1543_at	0
1544_at	0
1545_at	0
154754_at	0
154796_at	0
1548_at	0
1549_at	0
154_at	0
155060_at	0
155066_at	0
1551_at	0
1553_at	0
155400_at	0
1555_at	0
1556_at	0
1557_at	0
1558_at	0
1559_at	0
155_at	0
1562_at	0
156_at	0
1571_at	0
1573_at	0
157567_at	0
157680_at	0
1576_at	0
1577_at	0
157922_at	0
1579_at	0
157_at	0
1580_at	0
1581_at	0
158427_at	0
1584_at	0
158586_at	0
1585_at	0
1586_at	0
1588_at	0
1589_at	0
158_at	0
1591_at	0
1592_at	0
1593_at	0
1594_at	0
1595_at	0
159_at	0
15_at	0
1600_at	0
1601_at	0
1602_at	0
1603_at	0
1604_at	0
1605_at	0
1607_at	0
1608_at	0
1609_at	0
1610_at	0
1611_at	0
161291_at	0
1612_at	0
1615_at	0
1616_at	0
1618_at	0
161_at	0
1620_at	0
1621_at	0
1622_at	0
162427_at	0
1627_at	0
162_at	0
163131_at	0
1632_at	0
1633_at	0
1634_at	0
1635_at	0
1636_at	0
1638_at	0
1639_at	0
163_at	0
1643_at	0
1644_at	0
1645_at	0
164656_at	0
1646_at	0
1647_at	0
1649_at	0
164_at	0
1650_at	0
1653_at	0
1654_at	0
1655_at	0
1656_at	0
1657_at	0
165_at	0
1660_at	0
1662_at	0
1663_at	0
1665_at	0
166647_at	0
1666_at	0
1669_at	0
166_at	0
1670_at	0
1671_at	0
167227_at	0
1672_at	0
1674_at	0
1675_at	0
1676_at	0
1677_at	0
167_at	0
168544_at	0
1687_at	0
1690_at	0
169522_at	0
169611_at	0
170679_at	0
170680_at	0
171017_at	0
171392_at	0
171546_at	0
171558_at	0
171586_at	0
1716_at	0
1717_at	0
1718_at	0
1723_at	0
1725_at	0
1727_at	0
1728_at	0
1729_at	0
1730_at	0
1733_at	0
